2337,0,1974,63,0,97,22,0,0,133
2714,1828,0,0,63,0,2,0,0,132
2702,1972,0,0,63,270,2,0,0,132
3201,0,1798,63,0,226,22,0,0,133
2594,1926,0,0,63,134,22,0,0,204
2716,0,1958,63,0,116,22,0,0,133
3054,1568,0,0,60,131,22,0,0,133
2735,0,1920,60,0,85,22,0,0,155
2760,0,1844,63,0,268,2,0,0,133
3023,0,1796,63,0,200,22,0,0,123
3389,0,772,51,0,148,22,0,0,132
1764,1846,0,0,63,6,22,0,0,121
2309,0,1844,63,0,158,22,1,0,122
2137,0,1972,63,0,5,22,0,0,154
1812,384,1982,63,48,93,22,0,0,132
3433,384,4,3,48,0,22,0,0,204
2094,0,2047,63,0,258,22,0,0,122
2052,1983,0,0,63,62,22,0,0,122
2350,1974,256,48,63,193,22,0,0,122
2883,6,1828,63,3,0,22,0,0,121
2139,4,2036,63,3,25,22,0,0,121
3190,1958,0,3,63,10,22,0,0,123
3156,0,548,15,0,220,22,0,0,123
1454,2047,6,3,63,58,22,0,2,123
2480,1824,6,3,63,110,22,0,0,111
4295,4,1924,51,3,177,22,0,0,111
2128,2047,0,0,63,312,22,0,0,111
1722,1982,4,3,63,199,22,0,0,132
1935,0,1975,63,0,239,22,0,0,123
2707,0,1982,63,0,61,22,0,0,121
2879,6,1792,52,3,13,22,2,11,123
5344,4,1924,51,19,14,22,0,0,181
3520,4,1972,63,3,54,22,1,0,122
1986,2047,0,0,63,1,22,0,0,225
2650,6,2020,63,3,58,22,0,1,122
3249,1572,0,0,63,0,22,0,0,155
2298,1798,0,0,63,94,2,0,0,155
2911,1958,0,0,63,53,22,0,0,123
2276,384,1847,63,48,166,22,0,0,133
2636,0,1846,63,0,47,22,0,0,224
3619,1830,0,0,63,99,22,0,0,132
1915,2047,32,12,63,62,22,0,0,191
3056,1924,260,51,55,51,22,0,0,138
2387,0,1974,63,0,56,22,0,0,138
3479,0,1828,63,0,2,22,0,0,156
1995,6,1974,63,3,310,22,0,0,153
2349,1982,0,16,63,96,22,0,0,121
2749,1828,0,0,63,133,22,0,0,132
1799,4,1854,63,3,163,22,0,1,132
2312,1974,0,0,63,3,22,0,0,133
2857,390,1796,51,51,6,22,0,0,156
1798,0,2047,63,0,170,22,0,0,132
1882,0,2038,63,0,43,22,0,0,111
3060,0,1920,63,0,109,22,0,0,151
3231,0,1540,19,0,44,22,0,0,138
2758,0,1828,63,0,287,22,0,0,153
1443,2047,256,48,63,4,22,0,0,122
2793,1828,0,0,63,8,22,0,0,112
2269,1974,4,3,63,89,22,0,0,123
3870,0,260,51,0,12,22,0,0,112
3604,1798,0,0,51,231,22,0,0,112
2300,2038,0,0,63,49,22,0,0,204
1576,4,2046,63,3,0,22,0,0,182
1852,4,2036,63,3,4,22,0,0,122
1942,1982,384,48,63,29,22,0,0,153
2546,0,1974,63,0,74,22,0,0,121
2422,1796,0,0,63,117,22,0,1,111
1977,0,2022,63,0,192,22,0,0,121
2960,1974,0,0,63,34,22,0,0,204
2482,2047,0,0,63,10,22,0,0,112
5267,1796,32,28,51,84,22,0,0,121
2867,0,1926,59,0,213,22,4,13,155
2461,0,1828,63,0,7,22,0,0,121
2458,0,1844,63,0,132,22,0,0,121
2397,0,1844,63,0,173,22,0,0,121
1716,1983,0,0,63,0,22,0,0,121
2478,0,1974,63,0,88,22,0,1,121
2601,0,1959,63,0,59,22,0,0,121
2818,1958,4,3,63,106,22,0,0,122
2640,0,1844,63,0,13,22,0,0,132
2249,0,2038,63,0,50,22,12,53,138
2431,0,1974,63,0,174,22,0,0,191
3398,262,1824,60,51,6,22,4,29,133
2033,2046,4,3,63,113,22,0,0,192
3716,0,1792,48,0,10,22,0,0,132
2407,2046,0,0,63,2,22,2,1,132
1605,2047,256,48,63,172,22,0,0,122
3447,4,1828,63,3,5,22,0,0,138
2437,0,1972,63,0,47,22,0,0,133
3423,1980,0,0,63,0,22,0,0,191
2084,1958,0,0,63,0,22,0,0,151
1683,2038,4,3,63,0,22,0,5,132
2746,1972,0,0,63,96,22,0,0,133
1834,1983,0,0,63,132,22,0,0,132
3904,1830,0,0,63,22,22,0,0,154
2120,1974,0,0,63,168,22,0,0,153
1936,0,1974,63,0,13,22,0,14,133
2204,6,1982,63,3,321,22,0,0,224
2715,0,1846,63,0,177,22,0,0,132
2908,0,1828,63,0,0,22,0,0,151
2905,1828,0,0,63,19,22,0,0,138
2210,1972,0,0,63,199,22,9,72,132
1756,1854,6,3,63,49,22,1,10,132
2909,0,1924,63,0,42,2,0,0,133
2578,2022,4,3,63,0,22,0,0,192
1757,2047,4,3,63,5,22,0,0,138
2530,1982,0,0,63,96,22,0,0,191
2118,0,1982,63,0,159,22,0,0,133
3004,0,1974,63,3,280,22,0,0,132
2332,2036,0,0,63,16,22,0,0,123
2329,0,1975,63,2,75,22,0,0,192
2525,1972,4,3,63,6,22,0,0,133
2401,0,1974,63,0,4,22,0,0,187
1711,1983,0,0,63,9,22,0,0,191
2539,1958,0,0,63,0,22,0,0,138
3443,1572,0,0,63,106,22,0,0,133
2553,1846,0,0,63,174,22,0,0,151
2269,1980,0,0,63,111,22,0,0,187
2645,1846,0,0,63,31,22,0,0,133
3388,0,1796,51,0,37,22,0,0,133
2494,1974,0,0,63,31,22,0,0,111
2525,1956,4,3,63,5,22,0,0,224
3071,0,2038,63,0,1,22,0,0,133
2457,1844,0,0,63,29,22,0,0,153
1967,0,2047,63,0,0,22,0,0,133
2309,0,2036,63,0,129,22,0,0,156
1572,0,2047,63,0,186,22,0,6,132
1798,1982,6,3,63,14,22,0,0,133
4494,4,0,48,3,89,22,0,0,123
2184,1974,0,0,63,73,22,0,0,133
2763,1846,0,3,63,51,22,0,0,152
1838,2038,6,3,63,82,22,0,1,133
1764,0,2044,63,0,80,22,0,0,122
3827,260,256,48,51,6,2,0,0,132
2106,1974,0,48,63,21,22,0,0,133
3145,1828,0,0,63,144,22,0,0,138
2786,1958,0,0,63,67,22,0,0,132
3163,0,1824,63,0,2,22,0,0,112
2033,1983,0,0,63,133,22,0,0,123
2558,0,1982,63,0,462,22,0,0,132
3209,2038,0,0,63,207,2,0,0,138
2219,1983,0,0,63,167,22,0,0,132
2772,6,1956,63,3,50,22,0,0,187
1762,1982,4,3,63,32,22,2,3,138
1013,2047,1831,63,63,1,22,0,1,132
2420,0,2038,63,0,120,22,0,0,191
1744,2047,4,3,63,203,22,0,0,123
2179,0,1982,63,0,78,22,0,0,133
1964,256,2038,63,48,112,22,0,0,138
2769,1956,256,48,63,111,22,0,0,133
1924,1975,4,3,63,114,22,0,0,133
2073,1983,0,16,63,3,22,0,0,132
2060,2046,0,3,63,297,22,0,0,133
3487,1956,0,0,63,3,22,0,0,187
3581,1926,0,0,51,212,22,0,0,122
4467,1286,0,0,51,409,22,0,0,138
2372,0,1974,63,0,0,22,0,0,138
2110,0,1958,63,0,115,22,0,0,112
3281,1796,0,0,63,1,22,0,0,192
2800,1972,0,0,63,375,22,0,0,122
1524,2046,6,3,63,105,22,0,0,133
2159,1972,0,0,63,0,22,0,0,121
1364,2047,6,15,63,13,22,0,0,132
2669,0,1974,63,0,58,22,0,0,123
2945,0,1572,15,0,36,22,0,0,133
3036,1972,388,51,63,41,22,0,0,132
2056,1846,0,0,63,119,22,0,0,184
2902,0,1926,63,0,17,22,0,0,123
3830,548,384,48,15,176,22,0,0,138
3518,0,1540,3,0,63,22,0,0,122
2373,1958,6,51,63,5,22,0,0,111
3407,262,1572,63,51,164,22,1,0,133
3206,0,1972,63,3,46,22,0,0,121
1571,6,1972,63,3,95,22,0,0,112
1232,1983,0,0,63,17,22,0,0,123
2614,1830,4,3,63,3,22,0,0,171
2987,1828,388,51,63,8,22,0,0,204
3445,1796,0,0,51,6,22,0,0,111
3231,0,1958,63,0,0,22,0,0,122
1230,52,2039,63,15,370,22,0,0,132
1915,2046,0,0,63,3,22,0,0,133
2632,1982,0,0,63,15,22,0,0,112
1560,6,2046,63,3,157,22,0,1,138
3352,0,262,55,0,53,22,0,0,138
3071,512,390,51,2,0,22,0,0,111
1862,0,1982,63,0,156,22,0,0,121
3011,0,1958,63,0,95,22,0,0,111
1796,2047,0,0,63,6,22,0,0,133
2683,1972,388,51,63,13,22,0,0,111
2585,1846,0,12,63,224,22,0,0,133
1995,1958,32,12,63,88,22,0,0,155
2387,0,2036,63,0,8,22,0,0,111
2141,0,1983,63,0,132,22,0,0,111
2487,1972,0,0,63,10,22,0,0,121
4110,1924,0,0,51,243,22,2,0,133
3475,1828,0,0,63,91,22,0,0,122
1610,388,1972,63,51,0,22,0,0,133
2600,1828,0,0,63,70,22,0,0,112
2592,1799,0,0,59,0,2,0,0,111
2760,1846,0,48,63,4,22,0,0,122
2286,2038,4,3,63,70,22,0,0,111
2991,0,1792,49,0,133,22,0,0,155
2569,4,2036,63,3,316,22,0,0,171
3256,1792,260,51,52,73,22,0,0,112
2845,0,1974,63,0,14,22,0,0,112
1720,0,2039,63,0,43,22,0,0,155
2359,1958,0,0,63,4,22,0,0,121
2744,1796,4,3,63,356,22,0,0,111
2910,0,1974,63,0,77,22,0,0,223
2090,384,1830,63,48,12,22,0,1,112
3452,1798,256,48,51,168,22,0,0,171
2741,4,1988,63,3,138,22,0,0,151
3468,1312,260,51,60,126,22,0,0,152
1983,1574,0,0,63,196,22,0,0,123
3053,256,4,3,48,231,22,0,0,153
2902,4,1958,63,3,157,22,0,0,152
2390,1972,0,0,63,262,22,0,0,171
2623,0,1796,63,0,11,22,0,0,112
1765,1983,0,0,63,359,2,0,0,111
2611,1844,0,0,63,27,22,0,0,155
2802,4,1830,63,3,138,22,0,0,192
3248,1574,262,51,63,0,22,0,0,151
2434,1958,0,0,63,88,22,0,0,112
1855,384,1830,63,52,50,22,1,0,154
2944,1958,0,0,63,58,22,0,0,122
2532,0,1974,63,0,231,22,0,0,171
2354,0,2046,63,0,126,22,0,0,153
2334,2039,0,0,63,45,22,0,0,153
2504,0,1926,63,0,0,22,0,0,111
2273,1974,0,0,63,237,22,0,0,152
2625,1974,0,0,63,123,22,0,0,155
3590,1796,0,0,63,100,22,0,0,132
2280,0,2038,63,0,152,22,0,0,112
2762,1952,0,0,63,6,22,0,0,111
1969,1974,256,48,63,112,22,0,0,132
2382,1975,0,0,63,183,22,0,0,154
2581,1588,262,51,63,500,22,0,0,151
1942,260,1982,63,51,196,22,0,0,121
2245,2046,0,0,63,0,22,0,0,122
1541,2039,256,48,63,0,22,0,0,225
1943,1972,0,0,63,266,22,0,0,123
2587,4,1972,63,51,9,22,0,0,171
2206,0,1974,63,0,176,22,0,0,132
2317,6,1840,63,3,72,22,0,0,112
3512,0,262,51,0,97,22,0,0,156
1932,0,2046,63,3,0,2,0,1,171
2867,1798,0,0,51,168,22,0,0,152
2391,774,0,0,51,117,22,0,0,156
3018,1828,0,48,63,0,22,0,0,112
4245,1824,0,0,61,121,22,0,0,132
2023,0,1974,63,0,105,22,0,0,133
2396,0,2046,63,0,125,22,0,0,121
2965,384,1972,63,48,0,22,0,0,112
2486,0,1974,63,0,7,22,0,0,155
2687,0,2046,63,0,16,22,0,0,121
3563,1536,0,0,52,110,22,0,0,123
4233,260,0,48,51,8,22,0,0,133
3949,1924,0,16,63,36,22,0,0,155
3140,0,1956,63,0,83,22,0,0,111
2324,0,1958,63,0,130,22,0,0,171
2654,1828,388,51,63,158,22,0,0,156
2607,4,2038,63,3,83,22,0,0,151
2394,1974,4,3,63,10,22,0,0,122
2966,384,1830,63,48,107,22,0,0,112
3862,1920,0,0,48,58,22,0,0,171
1914,1982,6,3,63,188,22,0,0,191
2008,0,2039,63,0,49,22,0,0,138
2844,390,1536,48,51,26,22,0,0,151
2162,4,1982,63,3,80,22,0,0,121
2443,1975,0,0,63,69,22,0,0,155
2380,2038,0,0,63,111,22,0,0,112
2661,1956,0,0,63,16,22,0,0,155
3808,1540,0,0,3,182,22,0,0,122
2686,1974,0,0,63,2,22,0,0,188
3165,0,1974,63,0,356,22,0,0,122
1708,0,1974,63,0,45,22,0,0,153
1935,0,2036,63,0,89,22,0,0,112
3327,0,1798,59,0,136,22,0,0,153
3246,1846,0,0,63,112,22,0,0,153
1648,1983,256,48,63,96,22,0,0,111
2158,1982,0,0,63,111,22,0,0,112
1897,0,1974,63,0,105,22,0,0,112
1957,0,2039,63,0,2,22,0,0,155
2269,0,1974,63,0,10,22,0,0,204
2429,1974,0,0,63,145,22,0,0,152
3540,390,1056,60,51,111,22,0,0,121
2637,2038,4,3,63,206,22,0,0,122
2370,1844,454,51,63,92,22,0,0,145
1903,2046,6,3,63,202,22,0,0,121
1971,2046,0,0,63,238,22,0,0,112
3631,1828,0,0,63,0,22,0,0,171
2177,1974,4,3,63,104,22,0,0,112
2356,0,2038,63,0,97,22,0,0,171
2476,2038,4,3,63,172,22,0,0,122
1889,0,1975,63,0,151,22,0,0,121
1946,1983,0,0,63,0,22,0,0,123
3733,0,1828,63,0,43,22,0,0,156
4321,1280,0,0,48,124,22,0,0,138
2882,1828,390,51,63,154,22,0,0,171
3535,0,1974,63,0,328,22,0,0,112
2414,0,1846,63,0,74,22,0,0,171
2046,1846,260,51,63,101,22,0,0,152
3079,0,1846,63,0,75,22,0,0,111
3243,0,2038,63,0,115,22,0,0,111
2741,1574,0,0,63,52,22,0,0,154
3351,256,512,3,48,0,22,0,0,151
2516,384,1972,63,51,54,22,0,0,171
2797,0,1974,63,3,184,22,0,0,154
2246,0,1972,63,0,13,22,0,0,121
2184,2038,0,0,63,62,22,0,0,171
1595,4,2047,63,3,0,22,0,0,155
3222,0,1846,63,0,26,22,0,0,153
2372,0,1958,63,0,138,22,0,0,154
1850,2038,0,0,63,4,22,0,0,171
1750,2046,0,3,63,78,22,0,0,123
2594,4,1828,63,3,0,22,0,0,122
2334,0,2046,63,0,98,22,0,0,152
2624,0,1924,63,48,18,22,0,0,155
1763,1983,0,0,63,0,22,0,0,121
3630,516,262,51,3,351,22,0,0,112
2636,1972,388,51,63,100,22,0,0,133
3462,0,1846,63,0,324,22,0,0,171
1522,0,2044,63,0,12,22,0,0,123
1623,1980,4,19,63,392,22,0,0,122
2508,1983,4,3,63,8,22,0,0,171
2083,2038,6,3,63,124,22,0,0,133
1031,36,2047,63,15,128,22,0,0,155
2753,4,1972,63,3,62,22,0,0,155
2156,1798,0,0,63,53,22,0,0,171
2578,1846,256,48,63,29,22,0,0,138
1967,1844,0,0,63,0,22,0,0,123
2793,1824,0,0,60,52,22,0,0,132
3290,1792,0,0,60,160,22,0,0,171
2087,6,2036,63,3,170,22,0,0,154
2987,0,1972,63,0,4,22,0,0,156
1538,1982,0,0,63,91,22,0,0,133
2317,1983,0,0,63,206,22,0,0,151
2569,1982,390,51,63,10,22,0,0,171
2757,0,1974,63,0,335,22,0,0,151
2766,1974,0,0,63,127,22,0,0,112
2403,1974,0,0,63,89,22,0,0,151
2339,2046,0,0,63,3,22,0,0,112
1951,256,1975,63,48,0,22,0,0,171
3032,4,1974,63,3,129,22,0,0,171
2265,6,1974,63,3,4,22,0,0,155
2359,1980,32,12,63,292,22,0,0,132
2781,1974,0,0,63,322,22,0,0,122
3033,1844,0,0,63,144,22,0,0,122
4847,0,0,48,0,387,22,0,0,112
2207,2047,0,0,63,154,22,0,0,112
3051,1846,4,3,63,3,22,0,0,171
1821,0,2047,63,0,7,22,0,0,171
2992,0,1792,48,0,11,22,0,0,171
2852,4,1974,63,3,22,22,0,0,225
2048,1846,0,0,63,93,22,0,0,155
1927,0,2047,63,0,10,22,0,0,151
2902,0,1959,63,0,189,22,0,0,156
1871,1854,0,0,63,88,22,0,0,111
2572,1846,4,3,63,70,22,0,0,112
2705,0,2047,63,0,80,22,0,0,132
2704,1828,384,48,63,13,22,0,0,112
1900,2047,0,0,63,3,22,0,0,204
3164,772,4,3,51,138,22,0,0,156
2855,0,1924,51,0,55,22,0,0,154
2029,1974,388,51,63,114,22,0,0,171
2806,0,2038,63,0,6,22,0,0,111
3621,0,1828,63,0,358,22,0,0,154
2691,0,1830,63,0,265,22,0,0,132
1946,2039,4,3,63,54,22,0,0,156
2426,0,1956,63,0,255,22,0,0,151
2563,0,1542,51,32,16,22,0,0,156
2573,0,1974,63,0,9,22,0,0,152
1642,2047,6,3,63,11,22,0,0,122
2631,1975,0,0,63,134,22,0,0,155
1745,1855,0,0,63,0,22,0,0,154
1743,2046,6,3,63,271,22,0,0,153
1593,0,2046,63,3,37,22,0,0,121
2995,1844,0,0,63,19,22,0,0,112
2617,0,1540,15,0,11,22,0,0,123
3408,0,1536,2,0,114,22,0,0,112
2348,1974,0,0,63,4,2,0,0,155
2911,0,1798,63,0,49,22,0,0,138
1875,0,1982,63,0,24,22,0,0,111
1737,2047,32,12,63,119,22,0,0,132
2551,1846,256,48,63,4,22,0,0,152
1996,1975,0,0,63,128,22,0,0,156
3505,256,32,12,51,12,22,0,0,171
2632,1974,0,0,63,11,22,0,0,171
2067,1974,0,0,63,4,22,0,0,153
1760,0,2038,63,0,118,22,0,0,156
2586,2038,4,3,63,36,22,0,0,112
1781,0,1982,63,0,75,22,0,0,123
1847,1980,4,3,63,0,22,0,0,132
1996,2046,0,0,63,223,22,0,0,121
1797,1974,0,0,63,99,22,0,0,121
2947,1540,0,0,3,0,22,0,0,154
1826,2022,6,3,63,246,22,0,0,154
2183,1975,0,0,63,96,22,0,0,151
1950,1982,0,0,63,189,22,0,0,111
1599,0,2036,63,0,164,22,0,0,132
4558,0,1830,63,0,52,22,0,0,112
2391,1830,0,0,63,142,22,0,0,121
3022,390,1540,63,51,175,22,0,0,154
2525,2036,0,0,63,161,22,0,0,111
1959,4,2046,63,3,130,22,0,0,154
2947,1956,0,0,63,21,22,0,0,122
1850,1844,0,0,63,0,22,0,0,132
1658,0,2047,63,0,138,22,0,0,121
2849,388,1828,63,51,156,22,0,0,171
2743,384,1974,63,48,151,22,0,0,121
2147,0,2039,63,0,170,22,0,0,111
2674,1830,0,0,63,395,22,0,0,171
2250,1983,0,0,63,124,22,0,0,152
2028,4,2047,63,3,0,22,0,0,154
2461,1542,0,0,7,87,22,0,0,132
2308,1972,262,59,63,0,22,0,0,152
1688,1974,0,2,63,6,22,0,0,156
3173,0,1828,63,0,101,22,0,0,171
2458,1974,0,48,63,110,22,0,0,155
1839,1983,0,0,63,7,22,0,0,155
2346,4,1974,63,3,97,22,0,0,153
3122,0,1796,63,0,7,22,0,0,151
1358,2047,4,3,63,256,22,0,0,145
2934,390,1536,2,51,63,22,0,0,156
3141,390,0,4,51,168,22,0,0,151
2244,256,1958,63,48,17,22,0,0,121
3494,1536,0,0,48,121,22,0,0,122
3392,0,388,51,0,119,22,0,0,155
2177,0,2036,63,0,240,22,0,0,171
1915,0,2046,63,0,8,22,0,0,151
3551,0,1926,59,0,4,22,0,0,171
1805,0,2047,63,0,12,22,0,0,154
3388,1972,0,16,63,194,22,0,0,156
2670,4,4,19,3,8,22,0,0,156
2227,1952,0,0,60,314,22,0,0,138
2035,1980,0,0,63,283,22,0,0,123
3054,0,1924,59,0,99,22,0,0,171
2342,0,1974,63,0,188,22,0,0,155
2918,1828,448,48,63,13,22,0,0,121
1978,0,1975,63,4,3,22,0,0,112
2150,0,1980,63,0,135,22,0,0,156
1878,2046,0,0,63,164,22,0,0,151
2107,2046,4,3,63,15,22,0,0,122
1964,0,2038,63,0,94,22,0,0,154
3037,384,1572,63,48,93,22,0,0,121
1926,2038,4,3,63,145,22,0,0,132
2319,0,1974,63,0,164,22,0,0,152
1878,0,2039,63,0,7,22,0,0,151
2237,2039,0,0,63,2,22,0,0,171
1936,0,2038,63,0,109,22,0,0,154
1336,2047,0,0,63,86,22,0,0,171
900,1974,2047,63,63,142,22,0,0,123
1828,0,2046,63,0,4,22,0,0,123
4103,0,1828,63,32,106,22,0,0,111
2381,0,1974,63,0,1,22,0,0,171
3180,0,1956,63,0,3,22,0,0,133
3851,0,900,51,0,74,22,0,0,171
1603,1974,4,3,63,7,22,0,0,123
3008,0,1830,63,0,51,22,0,0,155
1653,0,2046,63,0,371,22,0,0,156
2082,4,1798,63,3,89,22,0,0,138
1215,4,2047,63,3,206,2,0,0,138
3141,0,1974,63,0,257,22,0,0,123
2248,0,1972,63,0,6,22,0,0,133
2133,2046,0,0,63,152,22,0,0,112
2714,1974,0,0,63,198,22,0,0,155
2124,6,2046,63,3,148,22,0,0,132
2164,1974,0,0,63,17,22,0,0,133
1896,4,1974,63,3,174,22,0,0,133
3039,1798,0,0,51,241,22,0,0,171
2465,0,1972,63,0,144,22,0,0,122
2848,0,1830,63,0,66,22,0,0,133
2103,0,1974,63,0,100,22,0,0,133
2520,2036,0,0,63,16,22,0,0,171
2480,0,1976,63,1,179,22,0,0,153
2452,0,1844,63,0,91,22,0,0,122
2840,0,1846,63,0,214,22,0,0,171
1764,1852,0,0,63,51,22,0,0,171
3217,0,1796,51,0,98,22,0,0,151
1743,2046,0,0,63,130,22,0,0,154
2814,260,1844,63,51,286,22,0,0,171
1629,1974,0,0,63,3,22,0,0,154
2368,1982,256,48,63,60,22,0,0,144
2447,0,1972,63,0,9,22,0,0,123
3156,4,1974,63,3,24,22,0,0,111
3820,36,388,51,15,116,22,0,0,155
1871,0,2047,63,0,17,22,0,0,171
3271,6,1972,63,3,8,22,0,0,151
2300,1983,0,0,63,167,22,0,0,155
1622,0,2047,63,0,248,22,0,0,121
2660,0,1844,63,0,85,22,0,0,171
3034,4,1824,63,3,145,22,0,0,182
2985,0,1958,63,0,128,22,0,0,171
2857,1974,0,0,63,54,22,0,0,112
2300,0,2046,63,0,19,22,0,0,171
3189,256,6,3,48,52,22,0,0,123
2215,384,1974,63,48,129,22,0,0,171
1911,391,1974,63,51,158,22,0,0,171
1860,0,2046,63,0,91,22,0,0,171
1775,1983,0,16,63,0,22,0,0,156
2594,1958,0,0,63,113,22,0,0,171
2373,256,1974,63,48,38,22,0,0,151
1554,2047,4,3,63,0,22,0,0,171
2727,1796,260,51,51,11,22,0,0,153
1225,6,2046,63,3,3,22,0,0,132
2529,0,2047,63,0,1,22,0,0,111
2799,0,1796,63,0,65,22,0,0,153
1095,2047,0,0,63,90,22,0,0,171
2060,54,1974,63,15,5,22,0,0,204
4126,0,1568,15,0,2,22,0,0,112
1651,1982,1536,12,63,5,22,0,0,132
2761,6,1828,63,3,297,22,0,0,123
1709,6,2046,63,3,74,22,0,0,171
1842,0,2038,63,0,254,22,0,0,155
1766,1975,388,51,63,121,22,0,0,154
2010,2038,0,0,63,39,22,0,0,151
1831,0,1980,63,0,216,22,0,0,121
2642,0,2038,63,0,12,22,0,0,154
2635,0,900,63,0,75,22,0,0,151
2790,1572,256,48,15,102,22,0,0,171
1301,0,2047,63,0,61,22,0,0,112
4038,0,388,51,0,111,22,0,0,133
2155,0,2038,63,0,170,22,0,0,138
3548,0,6,3,0,44,22,0,0,191
